,dev_accuracy,dev_loss,train_accuracy,train_loss
0,0.579118232275631,2.397858942985535,0.5807794655020945,2.398944270367997
1,0.6003770028275212,2.3695607104301453,0.6024242115582944,2.3700148293280576
2,0.6565085349251231,2.315970897436142,0.6561159139812327,2.316366081643636
3,0.7283485181694418,2.248228486776352,0.7300136234578118,2.247302157542407
4,0.7312807623834957,2.2434558911323546,0.7330820845163672,2.2424325785454213
5,0.7348413446434181,2.2406678810119627,0.7384932710304173,2.237542188306322
6,0.7343177296051943,2.240222451925278,0.7402885117327256,2.235631864673298
7,0.7354696826892868,2.2395803411006927,0.7423638609134083,2.2333264646890902
8,0.7356791287045764,2.2395506565570833,0.7422365388777836,2.232942731864931
9,0.7601843124934549,2.217483939170837,0.7677391426134121,2.2099267391471695
10,0.7656299088909834,2.210571947813034,0.7754675901758318,2.2012824092699876
11,0.7670960309980103,2.209554477453232,0.7770591156211406,2.199531577462484
12,0.7665724159597863,2.2094739348888397,0.7782559427560127,2.1985002697728193
13,0.7663629699444968,2.2091062607765197,0.778777963102074,2.1977938433565294
14,0.7673054770132999,2.209142038822174,0.779669217351447,2.1969485617921145
15,0.7668865849827207,2.208711344003677,0.7806114004150698,2.195942354219614
16,0.7674102000209446,2.20845129609108,0.7814389936466304,2.1950040876171637
17,0.7665724159597863,2.2088109266757967,0.7819992106033792,2.1944429886560783
18,0.7659440779139177,2.209263762950897,0.7821138004354413,2.1945492171408714
19,0.7660488009215625,2.209676547050476,0.7830559834990641,2.1935840269295945
20,0.7657346318986281,2.209680478811264,0.7831578411275639,2.193368374954486
21,0.765315739868049,2.2101347930431365,0.7836034682522505,2.1930062779515374
22,0.7651062938527594,2.2103979647159577,0.7840745597840618,2.192597120393259
23,0.7660488009215625,2.209667449235916,0.7855387631937459,2.191389972092918
24,0.7664676929521416,2.208846480369568,0.7857424784507455,2.1909627673061696
25,0.7667818619750759,2.2080031318664552,0.7870411632141174,2.189600027208763
26,0.7663629699444968,2.208960746049881,0.7862772310003693,2.1902384765800287
27,0.7686668761126819,2.207465456008911,0.7871302886390548,2.189720387168583
28,0.7721227353649597,2.2038491055965426,0.7904151971581722,2.1864297615741783
29,0.8062624358571578,2.170048116445541,0.828751862084771,2.14849624387508
30,0.8068907739030265,2.1695548763275148,0.8293502756522071,2.148007807427535
31,0.8073096659336056,2.1698576624393464,0.831132784150953,2.1458907464427006
32,0.8100324641323698,2.1667917764186857,0.832647916374887,2.143969754561074
33,0.8098230181170804,2.1676347126960755,0.8332208655351981,2.1442506454675434
34,0.8124410933081998,2.1640548067092897,0.8387848384919978,2.139334110642497
35,0.8211331029427165,2.1574081299304964,0.8429100724462383,2.13492930198502
36,0.8649073201382343,2.1149419765472413,0.889331686635006,2.0897792626595058
37,0.8682584563828674,2.109989708662033,0.8945900867063062,2.083958839699554
38,0.8690962404440256,2.1100015170574187,0.8963343985943647,2.081460958279879
39,0.8683631793905121,2.1102197518348693,0.8962580053729899,2.081356575515638
40,0.8700387475128286,2.109929431438446,0.8983078901465477,2.079518266463025
41,0.869829301497539,2.1088512542247773,0.8982314969251728,2.0793468354687197
42,0.8710859775892764,2.1074017951488493,0.9012490291694784,2.076136639636194
43,0.8726568227039481,2.1055597310066223,0.9036299512356604,2.075100014009716
44,0.8771599120326736,2.102746549129486,0.9086464394392737,2.0708381250341694
45,0.8803016022620169,2.101681610584259,0.9098305343705835,2.0700307846011525
46,0.8816630013613991,2.0981709954738617,0.9147069683350098,2.064861353974569
47,0.8791496491779244,2.1009785289764404,0.9148088259635095,2.0648921943774625
48,0.8836527385066499,2.097111654520035,0.9186284870322506,2.060860978817038
49,0.8817677243690438,2.0977385656833647,0.9189213277141874,2.0602848476917273
50,0.8823960624149125,2.0978022515773773,0.9198889751849353,2.059607520424892
51,0.8810346633155304,2.097197901725769,0.9208184260449956,2.0583837209513303
52,0.8809299403078856,2.097624451875687,0.9200290294241225,2.0594818259649896
53,0.8817677243690438,2.098025881528854,0.9205128531594963,2.0587305367628885
54,0.8813488323384647,2.097244962692261,0.9235431176073643,2.056071957116215
55,0.8815582783537543,2.0975347583293913,0.9231356870933652,2.0565589358515237
56,0.8826055084302021,2.0969889116287233,0.9247399447422365,2.0547950295252666
57,0.8807204942925961,2.0994191811084746,0.9239760125284883,2.056894931598963
58,0.8808252173002409,2.1005053656101227,0.9243579786353624,2.056957656237596
59,0.8820818933919782,2.0978692712783813,0.9266243108694822,2.053736031893731
60,0.8813488323384647,2.0987139818668363,0.9237595650679263,2.056315891755425
61,0.8825007854225574,2.098102071285248,0.9269298837549814,2.053999012847414
62,0.8814535553461096,2.0983733291625977,0.9276046905437925,2.0530532453964336
63,0.8814535553461096,2.098877480268478,0.9273373142689806,2.0533025314458704
64,0.8804063252696618,2.099870069026947,0.9273882430832304,2.0537509482885077
65,0.8806157712849513,2.099245007514954,0.9299983448135368,2.05068086158524
66,0.8828149544454916,2.098247464418411,0.9309023312664723,2.0502454335254794
67,0.8787307571473453,2.1011396045684814,0.9302275244776613,2.0508511072218014
68,0.8796732642161483,2.1007968442440035,0.9312588329662215,2.0497387909519222
69,0.8797779872237931,2.1004269902706145,0.9302275244776613,2.050956436260364
70,0.8797779872237931,2.101164799451828,0.9305840261774105,2.0508138724430225
71,0.8832338464760708,2.096153889417648,0.9318317821265326,2.0491916722862844
72,0.8818724473766887,2.0993238968849184,0.9307240804165977,2.0509269205143332
73,0.8819771703843334,2.0974660003185273,0.9336906838466533,2.0472059761229127
74,0.8798827102314378,2.0996588053703307,0.932977680447155,2.0479439499017453
75,0.8797779872237931,2.0992120327949526,0.9336652194395284,2.047136028482426
76,0.8800921562467274,2.0995334277153015,0.9340981143606524,2.046706199790527
77,0.8800921562467274,2.099719036579132,0.9339707923250277,2.046953272750144
78,0.8798827102314378,2.0999091296195984,0.9337925414751531,2.0472552593649302
79,0.8796732642161483,2.099707874059677,0.9340726499535275,2.0468414405904616
80,0.879359095193214,2.100235687017441,0.934276365210527,2.0468535436864737
81,0.8791496491779244,2.100028423547745,0.9342254363962771,2.0468717692085656
82,0.8813488323384647,2.0990334045886994,0.9345055448746514,2.0461576877579195
83,0.8814535553461096,2.099247470378876,0.9344546160604016,2.046211012813446
84,0.88124410933082,2.0991423676013947,0.9346965279280885,2.046156544314208
85,0.8816630013613991,2.0992958445549013,0.9344164194497142,2.0465171436854175
86,0.879359095193214,2.1003934824466706,0.9340471855464025,2.0469442925386123
87,0.8805110482773065,2.099682239532471,0.9345692058924638,2.046593272749598
88,0.8810346633155304,2.0985450527668,0.9344036872461516,2.0463986836164234
89,0.8798827102314378,2.099564426898956,0.9347219923352135,2.0463304750903153
90,0.87883548015499,2.1004802596569063,0.9344291516532767,2.0467152905105737
91,0.8784165881244109,2.1005549216270447,0.9343272940247769,2.0469357880368957
92,0.8804063252696618,2.1003580160140993,0.9342381685998395,2.046928319678968
93,0.8796732642161483,2.0999534974098206,0.9349129753886505,2.0461999889893168
94,0.8798827102314378,2.099796916484833,0.9346328669102761,2.0462854563553976
95,0.8801968792543722,2.099588002443314,0.9352185482741499,2.045936610777325
96,0.8801968792543722,2.099865019083023,0.934900243185088,2.0460468388436257
97,0.8803016022620169,2.099805819272995,0.9351294228492125,2.045964382986324
98,0.8800921562467274,2.100085201025009,0.9350402974242752,2.0460308078535543
99,0.8796732642161483,2.099998810529709,0.9348747787779631,2.0460810327738033
